Category,Description,Nutrient_Bank_Number,Alpha_Carotene,Beta_Carotene,Beta_Cryptoxanthin,Carbohydrate,Cholesterol,Choline,Fiber,Lutein_and_Zeaxanthin,Lycopene,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar_Total,Thiamin,Water,Fat_Monosaturated_Fat,Fat_Polysaturated_Fat,Fat_Saturated_Fat,Fat_Total_Lipid,Major_Minerals_Calcium,Major_Minerals_Copper,Major_Minerals_Iron,Major_Minerals_Magnesium,Major_Minerals_Phosphorus,Major_Minerals_Potassium,Major_Minerals_Sodium,Major_Minerals_Zinc,Vitamins_Vitamin_A__RAE,Vitamins_Vitamin_B12,Vitamins_Vitamin_B6,Vitamins_Vitamin_C,Vitamins_Vitamin_E,Vitamins_Vitamin_K
Sweet potato,"Sweet potato, baked, peel not eaten, no added fat",73403010,43,11463,0,20.63,0,13,3.3,0,0,1.481,2,0,0.106,0.2,6.45,0.107,75.48,0.002,0.092,0.052,0.15,38,0.16,0.69,27,54,473,190,0.32,957,0,0.285,19.5,0.71,2.3
Peanut butter,"Peanut butter, lower sugar",42202130,0,0,0,14.23,0,67.4,7.8,0,0,16.385,24.8,0,0.122,9.1,6.35,0.116,1.93,26.997,16.266,10.22,54.89,72,0.76,2.84,164,350,818,292,3.51,0,0,0.471,0,8.06,0.6
Almond butter,Almond butter,42200500,0,1,0,18.82,0,52.1,10.3,1,0,3.155,20.96,0,0.939,2.4,6.27,0.041,1.64,32.445,13.613,6.55,55.5,347,0.934,3.49,279,508,748,227,3.29,0,0,0.103,0,24.21,0
Almond butter,"Almond butter, lower sodium",42200510,0,1,0,18.82,0,52.1,10.3,1,0,3.155,20.96,0,0.939,2.4,6.27,0.041,1.64,32.445,13.613,6.55,55.5,347,0.934,3.49,279,508,748,115,3.29,0,0,0.103,0,24.21,0
Soy nut butter,Soy nut butter,42203200,0,1,0,18.82,0,52.1,10.3,1,0,3.155,20.96,0,0.939,2.4,6.27,0.041,1.64,32.445,13.613,6.55,55.5,347,0.934,3.49,279,508,748,227,3.29,0,0,0.103,0,24.21,0
Cheese,"Cheese, American",14410110,1,248,23,8.85,78,35.8,0,60,0,0.17,16.09,248,0.425,16.2,6.24,0.04,45.07,5.655,0.99,12.931,23.06,1375,0.027,0.95,34,768,295,1279,2.21,270,1.52,0.124,0,0.84,3.1
Cheese,"Cheese, processed cheese food",14410500,1,248,23,8.85,78,35.8,0,60,0,0.17,16.09,248,0.425,16.2,6.24,0.04,45.07,5.655,0.99,12.931,23.06,1375,0.027,0.95,34,768,295,1279,2.21,270,1.52,0.124,0,0.84,3.1
Cheese,"Cheese,  with wine",14410620,1,248,23,8.85,78,35.8,0,60,0,0.17,16.09,248,0.425,16.2,6.24,0.04,45.07,5.655,0.99,12.931,23.06,1375,0.027,0.95,34,768,295,1279,2.21,270,1.52,0.124,0,0.84,3.1
Coconut,"Coconut, fresh",42106000,0,0,0,15.23,0,12.1,9,0,0,0.54,3.33,0,0.02,10.1,6.23,0.066,46.99,1.425,0.366,29.698,33.49,14,0.435,2.43,32,113,356,20,1.1,0,0,0.054,3.3,0.24,0.2
Sweet potato,"Sweet potato, baked, peel eaten, no added fat",73402010,41,10920,0,21.83,0,13.9,3.5,1,0,1.556,2.11,0,0.106,0.2,6.21,0.107,74.14,0.002,0.089,0.051,0.15,38,0.192,0.99,28,56,478,182,0.33,912,0,0.3,19.2,0.68,2.3
Miso,Miso,41420110,0,52,0,25.37,0,72.2,5.4,0,0,0.906,12.79,0,0.233,7,6.2,0.098,43.02,1.118,2.884,1.025,6.01,57,0.42,2.49,48,159,210,3728,2.56,4,0.08,0.199,0,0.01,29.3
Watermelon,"Watermelon, raw",63149010,0,303,78,7.55,0,4.1,0.4,8,4532,0.178,0.61,0,0.021,0.4,6.2,0.033,91.45,0.037,0.05,0.016,0.15,7,0.042,0.24,10,11,112,1,0.1,28,0,0.045,8.1,0.05,0.1
Watermelon juice,"Watermelon juice, 100%",64133100,0,303,78,7.55,0,4.1,0.4,8,4532,0.178,0.61,0,0.021,0.4,6.2,0.033,91.45,0.037,0.05,0.016,0.15,7,0.042,0.24,10,11,112,1,0.1,28,0,0.045,8.1,0.05,0.1
Sweet potato,"Sweet potato, baked, peel not eaten, NS as to fat",73403000,41,10927,0,19.66,3,12.8,3.1,0,0,1.412,1.92,17,0.101,0.2,6.15,0.102,72.44,1.524,1.354,1.227,4.29,37,0.153,0.66,26,52,451,197,0.3,929,0,0.298,18.6,1.16,6
Sweet potato,"Sweet potato, baked, peel not eaten, fat added, NS as to fat type",73403020,41,10927,0,19.66,3,12.8,3.1,0,0,1.412,1.92,17,0.101,0.2,6.15,0.102,72.44,1.524,1.354,1.227,4.29,37,0.153,0.66,26,52,451,197,0.3,929,0,0.298,18.6,1.16,6
Sweet potato,"Sweet potato, baked, peel not eaten, made with oil",73403021,41,10919,0,19.65,0,12.4,3.1,0,0,1.411,1.91,0,0.101,0.2,6.15,0.102,71.9,1.989,2.041,0.698,4.89,36,0.153,0.66,26,51,451,181,0.3,912,0,0.271,18.6,1.23,7.8
Sweet potato,"Sweet potato, baked, peel not eaten, made with butter",73403022,41,10927,0,19.65,10,13.3,3.1,0,0,1.413,1.95,32,0.102,0.2,6.15,0.102,72.67,0.999,0.232,2.486,3.99,37,0.153,0.66,26,52,452,212,0.31,944,0.01,0.271,18.6,0.78,2.5
Sweet potato,"Sweet potato, baked, peel not eaten, made with margarine",73403023,41,10948,0,19.69,0,12.9,3.1,0,0,1.412,1.92,36,0.102,0.2,6.15,0.102,73.43,1.151,1.318,0.659,3.23,37,0.153,0.66,26,52,452,214,0.3,951,0,0.405,18.6,1.53,6.9
Sweet potato,"Sweet potato, baked, peel eaten, made with butter",73402022,39,10432,0,20.85,10,14.1,3.3,1,0,1.488,2.05,30,0.102,0.3,5.94,0.103,71.52,0.954,0.223,2.375,3.81,37,0.183,0.94,26,55,457,203,0.32,901,0.01,0.287,18.4,0.75,2.5
Sweet potato,"Sweet potato, baked, peel eaten, NS as to fat",73402000,39,10433,0,20.85,3,13.6,3.3,1,0,1.486,2.03,16,0.102,0.2,5.93,0.103,71.3,1.455,1.294,1.172,4.1,37,0.183,0.95,26,54,457,189,0.31,887,0,0.312,18.4,1.11,5.8
Sweet potato,"Sweet potato, baked, peel eaten, fat added, NS as to fat type",73402020,39,10433,0,20.85,3,13.6,3.3,1,0,1.486,2.03,16,0.102,0.2,5.93,0.103,71.3,1.455,1.294,1.172,4.1,37,0.183,0.95,26,54,457,189,0.31,887,0,0.312,18.4,1.11,5.8
Sweet potato,"Sweet potato, baked, peel eaten, made with oil",73402021,39,10425,0,20.84,0,13.3,3.3,1,0,1.486,2.02,0,0.101,0.2,5.93,0.102,70.78,1.899,1.951,0.668,4.67,36,0.183,0.95,26,53,456,174,0.31,871,0,0.287,18.4,1.18,7.5
Sweet potato,"Sweet potato, baked, peel eaten, made with margarine",73402023,39,10453,0,20.88,0,13.8,3.3,1,0,1.487,2.02,35,0.102,0.2,5.93,0.103,72.25,1.099,1.26,0.631,3.09,37,0.183,0.94,27,54,457,205,0.31,908,0,0.414,18.4,1.46,6.7
Sweet potato fries,"Sweet potato fries, from fresh, baked",73410340,39,10425,0,18.76,0,11.9,3,0,0,1.347,1.82,0,0.096,0.2,5.87,0.097,68.64,3.795,3.814,1.286,9.19,35,0.146,0.64,24,49,430,173,0.29,870,0,0.259,17.8,1.7,12.8
Topping from vegetable pizza,Topping from vegetable pizza,14620310,6,304,2,12.18,40,18.5,1.9,317,6399,2.189,15.59,121,0.257,17.1,5.75,0.045,52.83,4.803,0.891,7.622,15.61,455,0.153,2.18,32,348,311,805,2.39,146,0.54,0.212,17.3,2.03,10.6
Fry sauce,Fry sauce,81308100,0,84,3,7.28,32,28.8,0.1,49,3016,0.358,0.98,11,0.056,1.9,5.74,0.01,33.36,12.636,33.528,8.781,56.16,10,0.036,0.24,4,22,85,481,0.16,18,0.09,0.046,1,2.82,123
Sweet potato,"Sweet potato, boiled, no added fat",73405010,0,9406,0,17.65,0,10.8,2.5,0,0,0.536,1.36,0,0.047,0.2,5.72,0.056,79.81,0,0.061,0.031,0.14,27,0.094,0.72,18,32,229,181,0.2,784,0,0.164,12.7,0.94,2.1
Cheese sandwich,"Cheese sandwich, NFS",14640000,0,102,9,32.58,32,23.3,1.4,51,0,2.87,12.17,102,0.316,20.3,5.71,0.315,39.56,2.75,1.508,5.807,11.61,690,0.084,2.37,30,383,190,807,1.43,111,0.63,0.105,0,0.48,1.4
Cheese sandwich,"Cheese sandwich, American cheese, on white bread, no spread",14640002,0,102,9,32.58,32,23.3,1.4,51,0,2.87,12.17,102,0.316,20.3,5.71,0.315,39.56,2.75,1.508,5.807,11.61,690,0.084,2.37,30,383,190,807,1.43,111,0.63,0.105,0,0.48,1.4
Nutritional powder mix (Muscle Milk),Nutritional powder mix (Muscle Milk),95202000,0,0,0,18.5,21,81.6,7.1,0,0,10,45.71,750,0.857,33.8,5.71,0.714,15,12.105,1.77,1.553,17.14,500,1,8.57,200,643,1129,329,7.14,750,3,1,30,7.07,0.5
Sweet potato,"Sweet potato, yellow, Puerto Rican, cooked",73421000,0,9384,0,17.61,0,10.7,2.5,0,0,0.535,1.36,0,0.047,0.2,5.7,0.056,79.63,0,0.061,0.031,0.14,27,0.093,0.72,18,32,229,271,0.2,782,0,0.164,12.7,0.93,2.1
Tomato noodle soup,"Tomato noodle soup, canned, prepared with milk",74604600,0,103,0,12.16,8,16.8,0.6,44,4696,0.707,2.7,26,0.084,5.5,5.7,0.083,82.51,0.323,0.173,0.609,1.34,61,0.036,0.46,14,68,314,180,0.35,35,0.25,0.069,5.6,0.18,1.5
Cheese sandwich,"Cheese sandwich, American cheese, on wheat bread, no spread",14640004,0,103,10,30.36,32,27.3,3.2,62,0,2.942,13.33,102,0.301,22.9,5.63,0.25,40.29,2.712,1.329,5.748,11.83,661,0.123,2.24,47,414,232,799,1.71,111,0.63,0.145,0.1,0.55,4.5
Cheese sandwich,"Cheese sandwich, American cheese, on whole wheat bread, no spread",14640006,0,103,10,30.36,32,27.3,3.2,62,0,2.942,13.33,102,0.301,22.9,5.63,0.25,40.29,2.712,1.329,5.748,11.83,661,0.123,2.24,47,414,232,799,1.71,111,0.63,0.145,0.1,0.55,4.5
Sweet potato fries,"Sweet potato fries, from fresh, fried",73410330,37,9973,0,17.95,0,11.4,2.9,0,0,1.289,1.74,0,0.092,0.2,5.62,0.093,65.67,5.446,5.434,1.823,13.13,33,0.14,0.62,23,47,412,165,0.28,833,0,0.248,17,2.14,17.3
Sunflower seeds,"Sunflower seeds, flavored",43102300,0,5,0,25.92,0,52.6,10.6,0,0,6.723,18.45,0,0.235,75.7,5.55,0.101,1.15,9.075,31.395,4.983,47.56,68,1.747,3.63,123,1103,812,612,5.05,0,0,0.768,1.3,24.92,2.6
Tea,"Tea, iced, instant, black, unsweetened, dry",92307000,0,0,0,58.66,0,118.3,8.5,0,0,10.8,20.21,0,0.985,5.3,5.53,0,5.09,0,0,0,0,118,0.55,2.26,272,239,6040,72,1.69,0,0,0.356,0,0,0
Bread,"Bread, white, special formula, added fiber, toasted",51122310,0,2,0,48.25,0,8.9,10.1,26,0,4.896,11.71,0,0.28,17.7,5.5,0.448,33.63,0.432,1.069,0.692,2.36,752,0.164,5.37,29,113,140,525,1.04,0,0,0.088,0,0.42,8.5
Bread,"Bread, whole grain white, toasted",51300060,0,2,0,48.25,0,8.9,10.1,26,0,4.896,11.71,0,0.28,17.7,5.5,0.448,33.63,0.432,1.069,0.692,2.36,752,0.164,5.37,29,113,140,525,1.04,0,0,0.088,0,0.42,8.5
Spaghetti sauce,Spaghetti sauce,74404010,0,390,0,8.05,2,13.7,1.8,190,12700,3.917,1.41,0,0.061,1.4,5.5,0.024,87.4,0.376,0.504,0.17,1.48,27,0.081,0.78,18,34,319,419,0.2,32,0,0.173,2,2.4,13.9
Spaghetti sauce,"Spaghetti sauce, reduced sodium",74404050,0,390,0,8.06,2,13.7,1.8,190,12665,3.917,1.41,0,0.061,1.1,5.5,0.024,87.39,0.377,0.508,0.17,1.48,27,0.081,0.78,18,34,319,30,0.2,33,0,0.173,2,2.4,13.9
Cream cheese spread,"Cream cheese spread, fat free",14410380,0,11,0,7.66,12,65.2,0,0,0,0.23,15.69,10,0.265,4.9,5.48,0.04,71.87,0.25,0.057,0.644,1,351,0.036,0.19,22,523,278,702,1.5,11,0.95,0.05,0,0.02,0.2
Potato chips,"Potato chips, barbecue flavored",71200110,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, sour cream and onion flavored",71200120,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, cheese flavored",71200130,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, other flavored",71200140,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, ruffled, barbecue flavored",71200210,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, ruffled, sour cream and onion flavored",71200220,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, ruffled, cheese flavored",71200230,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Potato chips,"Potato chips, ruffled, other flavored",71200240,5,203,60,55.92,0,11.5,3.8,151,130,4.957,6.51,0,0.119,0.4,5.47,0.221,2.48,13.221,12.207,4.002,31.06,32,0.247,1.36,58,145,1186,545,0.98,20,0,0.375,62.4,4.42,16.1
Sweet potato,"Sweet potato, NFS",73401000,0,8968,0,16.82,3,10.6,2.4,0,0,0.511,1.31,17,0.045,0.2,5.45,0.053,76.56,1.522,1.324,1.207,4.28,26,0.089,0.69,17,31,219,188,0.19,764,0,0.183,12.1,1.38,5.8
Sweet potato,"Sweet potato, boiled, NS as to fat",73405000,0,8968,0,16.82,3,10.6,2.4,0,0,0.511,1.31,17,0.045,0.2,5.45,0.053,76.56,1.522,1.324,1.207,4.28,26,0.089,0.69,17,31,219,188,0.19,764,0,0.183,12.1,1.38,5.8
Sweet potato,"Sweet potato, boiled, fat added, NS as to fat type",73405020,0,8968,0,16.82,3,10.6,2.4,0,0,0.511,1.31,17,0.045,0.2,5.45,0.053,76.56,1.522,1.324,1.207,4.28,26,0.089,0.69,17,31,219,188,0.19,764,0,0.183,12.1,1.38,5.8
Sweet potato,"Sweet potato, boiled, made with oil",73405021,0,8960,0,16.81,0,10.3,2.4,0,0,0.51,1.3,0,0.045,0.2,5.45,0.053,76.03,1.987,2.012,0.678,4.88,26,0.089,0.69,17,30,218,173,0.19,747,0,0.157,12.1,1.45,7.6
Sweet potato,"Sweet potato, boiled, made with butter",73405022,0,8968,0,16.82,10,11.1,2.4,0,0,0.512,1.34,32,0.046,0.2,5.45,0.053,76.79,0.997,0.202,2.466,3.98,27,0.089,0.68,17,31,219,203,0.19,779,0.01,0.157,12.1,1,2.3
Sweet potato,"Sweet potato, boiled, made with margarine",73405023,0,8989,0,16.85,0,10.8,2.4,0,0,0.511,1.31,36,0.046,0.2,5.45,0.054,77.56,1.149,1.288,0.64,3.22,27,0.089,0.68,17,31,220,205,0.19,786,0,0.29,12.2,1.75,6.7
Peas and carrots,"Peas and carrots, fresh, cooked, no added fat",73111211,1726,4309,0,12.48,0,19.3,4.4,1348,0,1.516,3.3,0,0.094,1,5.41,0.155,82.63,0.024,0.15,0.053,0.33,30,0.115,0.92,23,74,293,159,0.77,431,0,0.143,20.3,0.41,19.7
Sweet potato,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",72133201,32,1675,44,7.15,2,20.6,1.8,11083,0,0.971,2.12,10,0.259,0.9,5.3,0.109,86.68,0.944,0.905,0.784,2.87,32,0.032,0.61,46,39,302,129,0.25,153,0,0.171,1.5,1.23,107.5
Butter replacement,"Butter replacement, powder",81106010,0,0,0,89,2,0.4,0,0,0,0,2,0,0,0,5.3,0,5,0.276,0.057,0.589,1,23,0,2,0,8,2,1200,0,0,0,0,0,0,0
Cheese,"Cheese, American, nonfat or fat free",14410130,0,3,0,10.53,26,38.4,0,0,0,5.56,21.05,55,0.545,14.6,5.26,0.412,65.47,0,0,0,0,789,0.559,0,115,316,393,1316,4.11,56,1.85,0.567,0,0.27,0.2
Peas and carrots,"Peas and carrots, cooked, NS as to form",73111220,1675,4189,0,12.12,2,19,4.3,1309,0,1.472,3.21,11,0.091,1,5.25,0.151,80.45,0.995,0.953,0.803,2.96,30,0.111,0.9,23,72,285,164,0.75,429,0,0.156,19.7,0.71,21.6
Peas and carrots,"Peas and carrots, fresh, cooked, fat added",73111221,1675,4189,0,12.12,2,19,4.3,1309,0,1.472,3.21,11,0.091,1,5.25,0.151,80.45,0.995,0.953,0.803,2.96,30,0.111,0.9,23,72,285,164,0.75,429,0,0.156,19.7,0.71,21.6
Bacon and cheese sandwich,"Bacon and cheese sandwich, with spread",27520120,0,112,11,26.13,43,29.7,1,47,0,2.872,13.7,113,0.315,21,5.23,0.281,38.66,4.488,3.309,7.411,17.02,718,0.075,2,29,424,218,923,1.59,123,0.76,0.132,0,0.62,7.5
Bread,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",51122010,0,1,0,48.68,0,16,10.7,33,0,4.001,9.56,0,0.318,23.8,5.23,0.36,37.25,1.184,0.614,0.603,2.75,103,0.363,3.5,25,133,84,526,1.47,0,0.31,0.046,0.5,0.21,0.7
Nutritional powder mix (EAS Whey Protein Powder),Nutritional powder mix (EAS Whey Protein Powder),95201200,0,0,0,17.95,205,81.6,0,0,0,10,66.67,15,0.857,24.8,5.13,0.714,6.61,0.281,0.926,2.564,5.13,256,1,0.92,181,643,564,385,7.14,15,2.27,1,0.8,0.38,0.5
Cheese sandwich,"Cheese sandwich, American cheese, on white bread, with mayonnaise",14640026,0,91,9,28.72,33,24.6,1.2,46,0,2.524,10.82,92,0.28,18.1,5.09,0.278,37.4,4.451,6.719,6.519,19.24,608,0.076,2.11,26,339,170,786,1.27,100,0.56,0.093,0,0.81,20.9
Bread,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",51301520,0,1,0,49.35,0,18,11.8,40,0,4.329,9.79,0,0.327,25.7,5.09,0.363,36.16,1.169,0.669,0.605,2.8,103,0.385,3.75,45,162,120,511,1.67,0,0.3,0.088,0.5,0.25,0.7
Bread,"Bread, multigrain, reduced calorie and/or high fiber, toasted",51602020,0,1,0,49.35,0,18,11.8,40,0,4.329,9.79,0,0.327,25.7,5.09,0.363,36.16,1.169,0.669,0.605,2.8,103,0.385,3.75,45,162,120,511,1.67,0,0.3,0.088,0.5,0.25,0.7
Cheese enchilada,"Cheese enchilada, frozen meal",58306070,5,149,0,19.55,19,15.9,3,1,4487,0.961,8.04,51,0.139,7.3,5.06,0.073,60.18,1.921,0.681,4.091,7.61,176,0.115,0.97,33,194,262,695,1.13,63,0.19,0.139,7,0.85,2.8
Soyburger,"Soyburger, meatless, with cheese on bun",41901020,4,58,12,24.76,10,18.6,3.1,26,476,3.149,12.29,24,0.257,21.8,5.04,1.463,53.58,1.727,1.641,2.22,6.6,248,0.139,2.35,40,210,248,643,1.08,30,1.19,0.188,2.8,0.36,6.2
Cheese sandwich,"Cheese sandwich, American cheese, on white bread, with butter",14640050,0,131,8,28.7,44,22.4,1.2,44,0,2.527,10.77,175,0.282,17.9,5.03,0.277,37.52,5.11,2.798,9.447,19.22,610,0.074,2.08,26,339,170,790,1.26,187,0.56,0.229,0,1.46,6.5
Grilled cheese sandwich,"Grilled cheese sandwich, NFS",14640100,0,131,8,28.7,44,21.7,1.2,43,0,2.527,10.77,175,0.282,17.9,5.03,0.224,37.52,5.11,2.798,9.447,19.22,610,0.074,2.08,26,339,170,790,1.26,187,0.54,0.226,0,1.46,6.5
Grilled cheese sandwich,"Grilled cheese sandwich, American cheese, on white bread",14640105,0,131,8,28.7,44,21.7,1.2,43,0,2.527,10.77,175,0.282,17.9,5.03,0.224,37.52,5.11,2.798,9.447,19.22,610,0.074,2.08,26,339,170,790,1.26,187,0.54,0.226,0,1.46,6.5
Egg roll,"Egg roll, with beef and/or pork",58110130,1582,3633,0,27.87,13,38.2,2,429,0,2.126,9.39,0,0.104,21.5,5.03,0.227,46.46,5.386,5.441,2.534,14.33,32,0.087,1.48,19,86,200,385,0.85,368,0.14,0.163,27.7,1.14,30.3
Cheese sandwich,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",14640028,0,91,9,26.77,33,28.1,2.8,56,0,2.587,11.84,92,0.267,20.4,5.02,0.221,38.04,4.418,6.562,6.467,19.44,582,0.111,2,42,367,207,779,1.52,100,0.56,0.129,0.1,0.88,23.6
Cheese sandwich,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",14640030,0,91,9,26.77,33,28.1,2.8,56,0,2.587,11.84,92,0.267,20.4,5.02,0.221,38.04,4.418,6.562,6.467,19.44,582,0.111,2,42,367,207,779,1.52,100,0.56,0.129,0.1,0.88,23.6
Cashews,"Cashews, NFS",42104000,0,0,0,32.69,0,61,3,23,0,1.4,15.31,0,0.2,11.7,5.01,0.2,1.7,27.317,7.836,9.157,46.35,45,2.22,6,260,490,565,16,5.6,0,0,0.256,0,0.92,34.7
Cashews,"Cashews, unroasted",42104050,0,0,0,32.69,0,61,3,23,0,1.4,15.31,0,0.2,11.7,5.01,0.2,1.7,27.317,7.836,9.157,46.35,45,2.22,6,260,490,565,16,5.6,0,0,0.256,0,0.92,34.7
Bread,"Bread, white, special formula, added fiber",51122300,0,2,0,43.91,0,8.1,9.2,25,0,4.455,10.66,0,0.255,16.1,5,0.51,39.6,0.393,0.973,0.63,2.15,684,0.149,4.89,26,103,127,478,0.95,0,0,0.08,0,0.38,7.7
Bread,"Bread, whole grain white",51300050,0,2,0,43.91,0,8.1,9.2,25,0,4.455,10.66,0,0.255,16.1,5,0.51,39.6,0.393,0.973,0.63,2.15,684,0.149,4.89,26,103,127,478,0.95,0,0,0.08,0,0.38,7.7
Sweet potato,"Sweet potato, canned, no added fat",73407050,0,4771,0,21.04,0,12.9,1.8,0,0,0.738,1.64,0,0.057,0.7,4.98,0.037,75.73,0.008,0.084,0.041,0.2,22,0.138,0.89,22,49,311,207,0.18,397,0,0.189,26.3,1,2.2
Cheese sandwich,"Cheese sandwich, American cheese, on wheat bread, with butter",14640052,0,131,8,26.74,44,25.8,2.8,55,0,2.591,11.79,175,0.268,20.2,4.96,0.221,38.16,5.077,2.641,9.395,19.42,584,0.109,1.98,42,367,207,782,1.51,187,0.56,0.264,0.1,1.52,9.3
Cheese sandwich,"Cheese sandwich, American cheese, on whole wheat bread, with butter",14640054,0,131,8,26.74,44,25.8,2.8,55,0,2.591,11.79,175,0.268,20.2,4.96,0.221,38.16,5.077,2.641,9.395,19.42,584,0.109,1.98,42,367,207,782,1.51,187,0.56,0.264,0.1,1.52,9.3
Grilled cheese sandwich,"Grilled cheese sandwich, American cheese, on wheat bread",14640110,0,131,8,26.74,44,25.2,2.8,53,0,2.591,11.79,175,0.268,20.2,4.96,0.179,38.16,5.077,2.641,9.395,19.42,584,0.109,1.98,42,367,207,782,1.51,187,0.54,0.262,0.1,1.52,9.3
Grilled cheese sandwich,"Grilled cheese sandwich, American cheese, on whole wheat bread",14640115,0,131,8,26.74,44,25.2,2.8,53,0,2.591,11.79,175,0.268,20.2,4.96,0.179,38.16,5.077,2.641,9.395,19.42,584,0.109,1.98,42,367,207,782,1.51,187,0.54,0.262,0.1,1.52,9.3
Spaghetti sauce with added vegetables,Spaghetti sauce with added vegetables,74404020,2,392,22,7.43,2,13.3,1.8,266,9712,3.425,1.42,0,0.079,2,4.95,0.032,88.51,0.29,0.418,0.146,1.22,23,0.109,0.8,18,37,308,321,0.26,33,0,0.172,11.6,1.94,11.6
Carrots,"Carrots, cooked, as ingredient",99997310,3441,8199,0,9.98,0,9.2,2.9,253,1,0.973,0.97,0,0.057,0.1,4.94,0.062,87.8,0.012,0.106,0.033,0.25,34,0.047,0.31,12,36,333,72,0.25,826,0,0.129,5.2,0.69,13.8
Carrots,"Carrots, fresh, cooked, no added fat",73102211,3430,8174,0,9.95,0,9.1,2.9,253,1,0.97,0.97,0,0.057,0.1,4.92,0.062,87.53,0.012,0.106,0.033,0.25,34,0.047,0.31,12,36,332,192,0.25,824,0,0.129,5.2,0.68,13.7
Peanuts,"Peanuts, NFS",42111000,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,410,2.77,0,0,0.466,0,4.93,0
Peanuts,"Peanuts, dry roasted, salted",42111200,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,410,2.77,0,0,0.466,0,4.93,0
Peanuts,"Peanuts, dry roasted, unsalted",42111210,0,0,0,21.26,0,64.6,8.4,0,0,14.355,24.35,0,0.197,9.3,4.9,0.152,1.81,26.181,9.773,7.723,49.66,58,0.428,1.58,178,363,634,6,2.77,0,0,0.466,0,4.93,0
Strawberries,"Strawberries, raw",63223020,0,7,0,7.68,0,5.7,2,26,0,0.386,0.67,0,0.022,0.4,4.89,0.024,90.95,0.043,0.155,0.015,0.3,16,0.048,0.41,13,24,153,1,0.14,1,0,0.047,58.8,0.29,2.2
Peanuts,"Peanuts, dry roasted, lightly salted",42111205,0,0,0,21.15,0,64.3,8.4,0,0,14.284,24.23,0,0.196,9.3,4.88,0.151,1.8,26.051,9.724,7.685,49.41,58,0.426,1.57,177,361,631,199,2.76,0,0,0.464,0,4.9,0
Almonds,"Almonds, NFS",42100100,0,1,0,21.01,0,52.1,10.9,1,0,3.637,20.96,0,1.197,2,4.86,0.077,2.41,33.076,12.955,4.092,52.54,268,1.099,3.73,279,471,713,3,3.31,0,0,0.136,0,23.9,0
Cashews,"Cashews, unsalted",42104110,0,0,0,31.71,0,59.2,2.9,22,0,1.358,14.85,0,0.194,11.3,4.86,0.194,1.65,27.754,8.837,9.293,47.96,44,2.153,5.82,252,475,548,16,5.43,0,0,0.248,0,1.24,37.2
Classic mixed vegetables,"Classic mixed vegetables, cooked, from restaurant",75310990,840,2155,26,12.09,3,18.8,3.2,936,0,1.292,2.81,17,0.082,0.8,4.86,0.125,79.13,1.642,1.483,1.295,4.68,25,0.085,0.82,26,66,256,226,0.54,232,0,0.146,13.6,0.8,23.9
